Australia, Exposure to risk (period 5x5), 	Last modified: 10 Oct 2024;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
1925-1929     65-69           370400.09       411997.36       782397.45
1925-1929     70-74           229965.72       248007.99       477973.71
1925-1929     75-79           122734.35       122216.34       244950.69
1925-1929     80-84            68765.35        58860.88       127626.24
1925-1929     85-89            26860.98        21705.26        48566.25
1925-1929     90-94             7815.27         5594.19        13409.46
1925-1929     95-99             1440.59         1074.15         2514.74
1925-1929    100-104             139.86          166.71          306.57
1925-1929    105-109              14.91           37.53           52.44
1925-1929    110+                  0.24            1.89            2.13
1930-1934        0            276715.86       290062.02       566777.88
1930-1934      1-4           1169019.71      1220829.73      2389849.45
1930-1934      5-9           1553129.52      1598333.46      3151462.98
1930-1934     10-14          1516996.95      1571777.11      3088774.06
1930-1934     15-19          1511265.42      1547507.05      3058772.47
1930-1934     20-24          1398618.94      1473399.86      2872018.81
1930-1934     25-29          1252659.96      1356110.58      2608770.54
1930-1934     30-34          1199011.09      1237595.37      2436606.47
1930-1934     35-39          1183580.66      1163254.57      2346835.23
1930-1934     40-44          1122555.09      1147379.15      2269934.23
1930-1934     45-49           961013.78      1008739.66      1969753.44
1930-1934     50-54           788086.67       830311.59      1618398.26
1930-1934     55-59           647235.72       665145.20      1312380.92
1930-1934     60-64           551059.10       567704.59      1118763.69
1930-1934     65-69           436509.01       457931.27       894440.28
1930-1934     70-74           308004.65       319530.16       627534.81
1930-1934     75-79           168114.19       164282.75       332396.93
1930-1934     80-84            81445.31        71625.65       153070.97
1930-1934     85-89            31823.31        23691.82        55515.13
1930-1934     90-94             8476.09         6085.40        14561.48
1930-1934     95-99             1597.62         1031.69         2629.31
1930-1934    100-104             143.30          152.78          296.08
1930-1934    105-109               9.45           18.57           28.02
1930-1934    110+                  1.25            0.47            1.72
1935-1939        0            277659.58       288994.06       566653.64
1935-1939      1-4           1055257.50      1097182.49      2152439.98
1935-1939      5-9           1429978.47      1487509.71      2917488.17
1935-1939     10-14          1553803.40      1588325.21      3142128.61
1935-1939     15-19          1517177.78      1568626.78      3085804.56
1935-1939     20-24          1507498.19      1536234.48      3043732.67
1935-1939     25-29          1387123.94      1460195.26      2847319.20
1935-1939     30-34          1235963.56      1338995.30      2574958.86
1935-1939     35-39          1177616.98      1217248.56      2394865.54
1935-1939     40-44          1154791.25      1132910.95      2287702.20
1935-1939     45-49          1091285.07      1108406.10      2199691.16
1935-1939     50-54           924220.78       958897.84      1883118.62
1935-1939     55-59           749968.77       770417.34      1520386.11
1935-1939     60-64           600678.75       594692.48      1195371.23
1935-1939     65-69           491484.97       479193.67       970678.64
1935-1939     70-74           364087.03       356064.51       720151.54
1935-1939     75-79           228192.50       215573.10       443765.60
1935-1939     80-84           111007.73        97231.24       208238.97
1935-1939     85-89            37726.41        28393.73        66120.14
1935-1939     90-94            10274.33         6515.55        16789.88
1935-1939     95-99             1644.85         1186.75         2831.60
1935-1939    100-104             136.16          147.45          283.61
1935-1939    105-109               5.38           14.68           20.06
1935-1939    110+                  0.00            0.47            0.47
1940-1944        0            325824.19       339562.45       665386.64
1940-1944      1-4           1174596.31      1220237.86      2394834.17
1940-1944      5-9           1328823.46      1378999.16      2707822.61
1940-1944     10-14          1436571.63      1485533.22      2922104.85
1940-1944     15-19          1560503.36      1581481.07      3141984.43
1940-1944     20-24          1520257.73      1547113.75      3067371.48
1940-1944     25-29          1507955.41      1511237.06      3019192.47
1940-1944     30-34          1382979.94      1447913.58      2830893.52
1940-1944     35-39          1226462.19      1323872.75      2550334.94
1940-1944     40-44          1163694.25      1198636.12      2362330.37
1940-1944     45-49          1131770.22      1101430.24      2233200.46
1940-1944     50-54          1057782.63      1061581.35      2119363.98
1940-1944     55-59           885967.26       895451.62      1781418.88
1940-1944     60-64           705227.85       691352.34      1396580.19
1940-1944     65-69           537252.93       502541.29      1039794.21
1940-1944     70-74           411351.99       373721.40       785073.39
1940-1944     75-79           269222.55       239089.24       508311.79
1940-1944     80-84           148673.16       123495.46       272168.62
1940-1944     85-89            50556.63        37294.29        87850.92
1940-1944     90-94            11574.90         7464.30        19039.20
1940-1944     95-99             1785.15         1059.88         2845.02
1940-1944    100-104             123.17          102.25          225.42
1940-1944    105-109               1.37            3.17            4.55
1940-1944    110+                  0.00            0.47            0.47
1945-1949        0            411743.15       432041.06       843784.22
1945-1949      1-4           1463539.14      1527072.44      2990611.58
1945-1949      5-9           1493490.99      1548082.60      3041573.58
1945-1949     10-14          1332358.87      1380209.58      2712568.44
1945-1949     15-19          1440162.10      1479113.29      2919275.38
1945-1949     20-24          1554810.06      1570303.30      3125113.36
1945-1949     25-29          1520171.95      1519102.73      3039274.67
1945-1949     30-34          1504659.93      1490088.21      2994748.14
1945-1949     35-39          1371134.21      1435530.57      2806664.78
1945-1949     40-44          1204410.28      1304039.72      2508450.01
1945-1949     45-49          1135234.64      1169728.76      2304963.40
1945-1949     50-54          1090758.08      1052296.40      2143054.49
1945-1949     55-59          1006893.54       989894.87      1996788.41
1945-1949     60-64           827214.02       801882.72      1629096.74
1945-1949     65-69           635419.58       580768.63      1216188.21
1945-1949     70-74           448100.29       388985.39       837085.68
1945-1949     75-79           305318.49       252470.01       557788.50
1945-1949     80-84           176162.87       137766.86       313929.72
1945-1949     85-89            68770.31        48702.42       117472.73
1945-1949     90-94            15878.49         9779.19        25657.68
1945-1949     95-99             2212.90         1234.91         3447.81
1945-1949    100-104             120.92           66.91          187.83
1945-1949    105-109               0.05            0.00            0.05
1945-1949    110+                  0.00            0.00            0.00
1950-1954        0            472207.96       493520.04       965727.99
1950-1954      1-4           1818412.70      1902569.35      3720982.05
1950-1954      5-9           1972608.00      2060500.61      4033108.61
1950-1954     10-14          1557808.93      1618084.94      3175893.86
1950-1954     15-19          1385195.18      1447451.77      2832646.95
1950-1954     20-24          1507998.55      1618555.82      3126554.37
1950-1954     25-29          1673870.67      1799079.97      3472950.63
1950-1954     30-34          1622255.22      1692302.24      3314557.46
1950-1954     35-39          1573327.75      1622901.44      3196229.19
1950-1954     40-44          1416555.75      1532640.12      2949195.86
1950-1954     45-49          1216567.10      1337927.81      2554494.91
1950-1954     50-54          1124178.42      1146472.20      2270650.62
1950-1954     55-59          1056777.82       991060.23      2047838.05
1950-1954     60-64           952996.10       893500.82      1846496.92
1950-1954     65-69           750755.20       674924.79      1425679.99
1950-1954     70-74           540975.03       450221.26       991196.29
1950-1954     75-79           340603.75       262989.80       603593.54
1950-1954     80-84           204373.08       145220.50       349593.58
1950-1954     85-89            82770.03        55050.63       137820.66
1950-1954     90-94            21876.91        12935.91        34812.82
1950-1954     95-99             2912.68         1584.35         4497.02
1950-1954    100-104             150.83           86.58          237.41
1950-1954    105-109               0.15            0.00            0.15
1950-1954    110+                  0.00            0.00            0.00
1955-1959        0            517807.09       544251.47      1062058.56
1955-1959      1-4           1998495.13      2090771.50      4089266.63
1955-1959      5-9           2397444.10      2508048.63      4905492.73
1955-1959     10-14          2061490.00      2158604.01      4220094.01
1955-1959     15-19          1625314.18      1704008.32      3329322.51
1955-1959     20-24          1481091.90      1597212.00      3078303.90
1955-1959     25-29          1624996.01      1797196.86      3422192.87
1955-1959     30-34          1779207.94      1921598.60      3700806.54
1955-1959     35-39          1694487.30      1766214.63      3460701.93
1955-1959     40-44          1610565.54      1667970.75      3278536.29
1955-1959     45-49          1427560.60      1543540.28      2971100.88
1955-1959     50-54          1201872.49      1303277.20      2505149.69
1955-1959     55-59          1095786.07      1079349.45      2175135.52
1955-1959     60-64          1007073.75       891980.54      1899054.29
1955-1959     65-69           871709.30       754687.20      1626396.50
1955-1959     70-74           643069.73       524009.32      1167079.05
1955-1959     75-79           416242.47       303137.66       719380.13
1955-1959     80-84           235657.99       153242.59       388900.58
1955-1959     85-89            98574.60        58633.28       157207.88
1955-1959     90-94            27329.04        14673.57        42002.61
1955-1959     95-99             4207.28         2087.97         6295.25
1955-1959    100-104             246.67          134.34          381.01
1955-1959    105-109               1.06            0.40            1.46
1955-1959    110+                  0.00            0.00            0.00
1960-1964        0            562053.09       591582.63      1153635.72
1960-1964      1-4           2204152.10      2313528.54      4517680.64
1960-1964      5-9           2600588.32      2724890.71      5325479.03
1960-1964     10-14          2483522.92      2600999.15      5084522.07
1960-1964     15-19          2129518.15      2239657.05      4369175.20
1960-1964     20-24          1743758.16      1852240.77      3595998.93
1960-1964     25-29          1615856.88      1739062.53      3354919.41
1960-1964     30-34          1725310.86      1884745.20      3610056.06
1960-1964     35-39          1848892.95      1969545.03      3818437.98
1960-1964     40-44          1729117.01      1788078.26      3517195.26
1960-1964     45-49          1613539.21      1658904.76      3272443.97
1960-1964     50-54          1411212.49      1499672.55      2910885.04
1960-1964     55-59          1175305.67      1229639.69      2404945.35
1960-1964     60-64          1049579.84       972289.39      2021869.23
1960-1964     65-69           931706.11       753713.37      1685419.48
1960-1964     70-74           757443.26       586516.24      1343959.49
1960-1964     75-79           502565.46       356718.83       859284.29
1960-1964     80-84           291232.46       178802.44       470034.91
1960-1964     85-89           119528.64        64153.41       183682.04
1960-1964     90-94            34299.42        16180.94        50480.36
1960-1964     95-99             5631.74         2289.05         7920.79
1960-1964    100-104             468.07          195.50          663.57
1960-1964    105-109              22.35            3.38           25.72
1960-1964    110+                  0.35            0.00            0.35
1965-1969        0            558296.60       587195.39      1145491.99
1965-1969      1-4           2260894.34      2379262.04      4640156.38
1965-1969      5-9           2895418.67      3041145.14      5936563.81
1965-1969     10-14          2711316.19      2840360.18      5551676.36
1965-1969     15-19          2572498.75      2692169.95      5264668.70
1965-1969     20-24          2259363.19      2374643.40      4634006.59
1965-1969     25-29          1880668.97      2005241.89      3885910.86
1965-1969     30-34          1728581.67      1842446.15      3571027.82
1965-1969     35-39          1811174.48      1954702.14      3765876.62
1965-1969     40-44          1891447.53      2000935.89      3892383.41
1965-1969     45-49          1735264.13      1782189.17      3517453.30
1965-1969     50-54          1587188.25      1605731.42      3192919.67
1965-1969     55-59          1378590.05      1410405.82      2788995.87
1965-1969     60-64          1134170.12      1109559.10      2243729.21
1965-1969     65-69           978296.56       827857.41      1806153.97
1965-1969     70-74           808250.73       578720.06      1386970.79
1965-1969     75-79           592098.04       393457.39       985555.44
1965-1969     80-84           352823.14       206969.92       559793.06
1965-1969     85-89           149229.91        73715.25       222945.17
1965-1969     90-94            42640.49        17669.05        60309.54
1965-1969     95-99             7254.82         2573.89         9828.70
1965-1969    100-104             610.48          171.21          781.69
1965-1969    105-109              18.21            6.22           24.43
1965-1969    110+                  0.37            0.00            0.37
1970-1974        0            622239.10       651076.40      1273315.50
1970-1974      1-4           2463618.71      2574555.79      5038174.51
1970-1974      5-9           3004075.75      3162181.65      6166257.40
1970-1974     10-14          3068788.76      3229744.23      6298532.99
1970-1974     15-19          2847988.29      2953438.02      5801426.32
1970-1974     20-24          2763202.90      2868917.05      5632119.94
1970-1974     25-29          2470745.25      2624093.09      5094838.34
1970-1974     30-34          2049532.91      2189380.72      4238913.64
1970-1974     35-39          1865105.92      1976151.31      3841257.23
1970-1974     40-44          1894816.67      2035455.06      3930271.74
1970-1974     45-49          1935112.44      2033158.35      3968270.79
1970-1974     50-54          1742128.92      1759698.81      3501827.73
1970-1974     55-59          1555674.79      1527471.06      3083145.85
1970-1974     60-64          1364509.90      1282712.28      2647222.18
1970-1974     65-69          1088140.76       970077.59      2058218.34
1970-1974     70-74           873117.07       658142.66      1531259.74
1970-1974     75-79           635298.97       390106.75      1025405.72
1970-1974     80-84           420029.79       226308.74       646338.53
1970-1974     85-89           184717.61        86027.78       270745.39
1970-1974     90-94            55347.54        20522.90        75870.44
1970-1974     95-99             9366.27         2979.70        12345.97
1970-1974    100-104             780.07          232.95         1013.02
1970-1974    105-109              22.32            5.76           28.08
1970-1974    110+                  0.00            0.00            0.00
1975-1979        0            554489.53       582483.15      1136972.68
1975-1979      1-4           2387449.16      2497473.92      4884923.09
1975-1979      5-9           3177221.30      3323112.25      6500333.55
1975-1979     10-14          3073713.11      3241368.14      6315081.25
1975-1979     15-19          3132224.90      3266990.92      6399215.82
1975-1979     20-24          2954701.49      3028529.65      5983231.14
1975-1979     25-29          2905363.53      2980177.09      5885540.62
1975-1979     30-34          2545177.10      2678492.75      5223669.85
1975-1979     35-39          2104304.03      2219456.41      4323760.44
1975-1979     40-44          1866527.86      1971211.87      3837739.73
1975-1979     45-49          1884428.68      2007858.17      3892286.84
1975-1979     50-54          1905259.10      1971021.06      3876280.16
1975-1979     55-59          1704996.46      1666398.26      3371394.72
1975-1979     60-64          1520540.52      1404743.92      2925284.43
1975-1979     65-69          1286176.69      1123939.31      2410116.01
1975-1979     70-74           977961.85       775822.81      1753784.66
1975-1979     75-79           715976.16       459079.25      1175055.41
1975-1979     80-84           457651.48       223939.12       681590.60
1975-1979     85-89           231117.51        97209.99       328327.50
1975-1979     90-94            72381.07        25426.65        97807.72
1975-1979     95-99            13414.11         3655.16        17069.28
1975-1979    100-104            1150.56          296.83         1447.39
1975-1979    105-109              39.34           11.65           50.99
1975-1979    110+                  0.34            0.00            0.34
1980-1984        0            570327.03       599927.98      1170255.01
1980-1984      1-4           2252229.63      2365009.53      4617239.17
1980-1984      5-9           3031864.93      3177352.00      6209216.94
1980-1984     10-14          3266705.91      3412882.12      6679588.02
1980-1984     15-19          3164757.07      3299085.25      6463842.32
1980-1984     20-24          3251220.44      3348437.61      6599658.05
1980-1984     25-29          3097046.26      3161200.78      6258247.04
1980-1984     30-34          3022393.11      3092210.87      6114603.98
1980-1984     35-39          2616162.80      2722853.18      5339015.97
1980-1984     40-44          2112367.56      2221829.75      4334197.31
1980-1984     45-49          1848600.80      1944645.46      3793246.25
1980-1984     50-54          1859912.10      1948712.03      3808624.13
1980-1984     55-59          1860365.85      1870940.45      3731306.30
1980-1984     60-64          1662514.37      1535344.69      3197859.06
1980-1984     65-69          1438411.71      1249157.32      2687569.02
1980-1984     70-74          1169876.01       919682.75      2089558.76
1980-1984     75-79           813974.12       556296.29      1370270.40
1980-1984     80-84           524487.76       273011.26       797499.02
1980-1984     85-89           269267.06       103676.07       372943.13
1980-1984     90-94            99246.24        31670.97       130917.21
1980-1984     95-99            19631.52         5107.43        24738.95
1980-1984    100-104            2041.75          384.06         2425.81
1980-1984    105-109             114.45           18.62          133.08
1980-1984    110+                  4.07            0.00            4.07
1985-1989        0            593901.56       624040.19      1217941.76
1985-1989      1-4           2380632.85      2498940.08      4879572.92
1985-1989      5-9           2929773.73      3086838.50      6016612.23
1985-1989     10-14          3133368.33      3295899.56      6429267.90
1985-1989     15-19          3355773.44      3504705.02      6860478.45
1985-1989     20-24          3284716.82      3392688.55      6677405.37
1985-1989     25-29          3402293.49      3468237.96      6870531.45
1985-1989     30-34          3246568.67      3261519.46      6508088.13
1985-1989     35-39          3129616.09      3188216.55      6317832.64
1985-1989     40-44          2669761.02      2795151.13      5464912.15
1985-1989     45-49          2123358.92      2245195.41      4368554.34
1985-1989     50-54          1856621.17      1941464.61      3798085.77
1985-1989     55-59          1836009.41      1895030.03      3731039.43
1985-1989     60-64          1838954.73      1776196.13      3615150.86
1985-1989     65-69          1585686.88      1399050.80      2984737.68
1985-1989     70-74          1323203.95      1052265.07      2375469.01
1985-1989     75-79           995004.86       689704.06      1684708.92
1985-1989     80-84           617392.16       346094.09       963486.24
1985-1989     85-89           317863.31       130260.02       448123.33
1985-1989     90-94           118566.99        34001.75       152568.74
1985-1989     95-99            27566.15         6506.36        34072.50
1985-1989    100-104            3050.09          600.25         3650.34
1985-1989    105-109             166.73           30.43          197.16
1985-1989    110+                  0.34            0.69            1.03
1990-1994        0            628180.09       662220.88      1290400.96
1990-1994      1-4           2489796.72      2620595.43      5110392.15
1990-1994      5-9           3100764.93      3261281.00      6362045.94
1990-1994     10-14          3049489.75      3219577.98      6269067.73
1990-1994     15-19          3244111.69      3407523.64      6651635.33
1990-1994     20-24          3481201.17      3576943.32      7058144.49
1990-1994     25-29          3448439.27      3475650.25      6924089.52
1990-1994     30-34          3589413.46      3597244.71      7186658.17
1990-1994     35-39          3381664.74      3375870.93      6757535.67
1990-1994     40-44          3197722.41      3254744.03      6452466.44
1990-1994     45-49          2685658.72      2800890.00      5486548.72
1990-1994     50-54          2125762.84      2230296.00      4356058.85
1990-1994     55-59          1846360.53      1888025.28      3734385.81
1990-1994     60-64          1820457.13      1807503.95      3627961.08
1990-1994     65-69          1759334.05      1618986.65      3378320.69
1990-1994     70-74          1465275.57      1199671.25      2664946.82
1990-1994     75-79          1132510.81       802778.70      1935289.52
1990-1994     80-84           763450.03       440242.03      1203692.05
1990-1994     85-89           389898.12       174365.71       564263.83
1990-1994     90-94           145740.26        45336.45       191076.71
1990-1994     95-99            33753.49         7097.77        40851.26
1990-1994    100-104            4560.04          755.95         5315.99
1990-1994    105-109             209.58           41.57          251.15
1990-1994    110+                  2.08            0.00            2.08
1995-1999        0            616593.32       649734.09      1266327.40
1995-1999      1-4           2519856.79      2656877.61      5176734.40
1995-1999      5-9           3197482.91      3363242.46      6560725.38
1995-1999     10-14          3180444.57      3337152.21      6517596.78
1995-1999     15-19          3113090.43      3268422.13      6381512.56
1995-1999     20-24          3334657.59      3432577.90      6767235.49
1995-1999     25-29          3566448.26      3568195.75      7134644.00
1995-1999     30-34          3575636.38      3550555.18      7126191.56
1995-1999     35-39          3676266.07      3653215.09      7329481.16
1995-1999     40-44          3441176.26      3415807.61      6856983.87
1995-1999     45-49          3200842.59      3239358.84      6440201.43
1995-1999     50-54          2668798.45      2764378.42      5433176.88
1995-1999     55-59          2102578.79      2170586.40      4273165.19
1995-1999     60-64          1827751.28      1821080.84      3648832.12
1995-1999     65-69          1747285.46      1669927.05      3417212.50
1995-1999     70-74          1633569.38      1404038.60      3037607.98
1995-1999     75-79          1277658.95       948196.56      2225855.51
1995-1999     80-84           894598.88       531571.73      1426170.61
1995-1999     85-89           497222.26       230496.25       727718.50
1995-1999     90-94           184775.18        63211.56       247986.74
1995-1999     95-99            42350.65         9831.43        52182.08
1995-1999    100-104            5442.93          865.57         6308.49
1995-1999    105-109             301.20           30.95          332.15
1995-1999    110+                  2.26            0.00            2.26
2000-2004        0            610446.80       643493.95      1253940.75
2000-2004      1-4           2487920.19      2617705.16      5105625.35
2000-2004      5-9           3248116.96      3424695.92      6672812.88
2000-2004     10-14          3305336.96      3476195.53      6781532.49
2000-2004     15-19          3294211.22      3434984.00      6729195.22
2000-2004     20-24          3258394.83      3367805.61      6626200.44
2000-2004     25-29          3446905.54      3448292.47      6895198.01
2000-2004     30-34          3724045.92      3663984.17      7388030.09
2000-2004     35-39          3697917.56      3651519.74      7349437.30
2000-2004     40-44          3754606.32      3703350.23      7457956.55
2000-2004     45-49          3461129.32      3417179.23      6878308.55
2000-2004     50-54          3210965.59      3219574.85      6430540.44
2000-2004     55-59          2651179.63      2718156.82      5369336.45
2000-2004     60-64          2090329.86      2118071.42      4208401.28
2000-2004     65-69          1775120.77      1720106.74      3495227.51
2000-2004     70-74          1642626.48      1496417.88      3139044.35
2000-2004     75-79          1457864.26      1155682.39      2613546.65
2000-2004     80-84          1030358.54       656564.28      1686922.82
2000-2004     85-89           601539.60       294427.58       895967.18
2000-2004     90-94           244380.93        88257.81       332638.74
2000-2004     95-99            55561.33        14216.94        69778.27
2000-2004    100-104            6712.59         1201.86         7914.45
2000-2004    105-109             346.54           33.80          380.34
2000-2004    110+                  2.37            0.00            2.37
2005-2009        0            678065.89       715653.32      1393719.21
2005-2009      1-4           2591966.57      2734692.47      5326659.04
2005-2009      5-9           3245228.24      3412661.69      6657889.94
2005-2009     10-14          3366646.27      3552135.87      6918782.14
2005-2009     15-19          3457995.66      3644200.25      7102195.91
2005-2009     20-24          3640614.57      3807180.52      7447795.09
2005-2009     25-29          3587263.72      3665160.04      7252423.76
2005-2009     30-34          3699748.26      3676370.74      7376119.00
2005-2009     35-39          3891950.05      3839309.21      7731259.26
2005-2009     40-44          3807898.00      3754310.77      7562208.77
2005-2009     45-49          3797785.18      3729689.69      7527474.87
2005-2009     50-54          3462837.91      3415707.21      6878545.12
2005-2009     55-59          3151436.27      3138796.19      6290232.46
2005-2009     60-64          2616031.86      2628782.33      5244814.19
2005-2009     65-69          2031435.37      1996017.15      4027452.52
2005-2009     70-74          1671613.48      1556986.88      3228600.36
2005-2009     75-79          1480376.89      1252042.81      2732419.69
2005-2009     80-84          1197448.12       837468.92      2034917.05
2005-2009     85-89           719632.19       388817.53      1108449.72
2005-2009     90-94           305794.81       119652.01       425446.82
2005-2009     95-99            76287.92        20674.51        96962.42
2005-2009    100-104            8941.15         1718.33        10659.48
2005-2009    105-109             460.51           58.65          519.16
2005-2009    110+                  3.78            0.00            3.78
2010-2014        0            734512.97       775826.11      1510339.08
2010-2014      1-4           2903341.96      3061924.24      5965266.20
2010-2014      5-9           3466527.23      3659220.70      7125747.93
2010-2014     10-14          3391684.88      3569450.55      6961135.42
2010-2014     15-19          3558915.24      3752389.59      7311304.82
2010-2014     20-24          3986181.50      4167291.51      8153473.00
2010-2014     25-29          4183487.18      4279461.30      8462948.49
2010-2014     30-34          3984118.55      4003010.01      7987128.56
2010-2014     35-39          3938435.57      3908349.62      7846785.19
2010-2014     40-44          4081243.97      4001906.74      8083150.71
2010-2014     45-49          3892131.66      3810444.62      7702576.28
2010-2014     50-54          3831054.47      3751101.32      7582155.79
2010-2014     55-59          3448697.80      3368288.56      6816986.36
2010-2014     60-64          3096494.61      3051732.64      6148227.25
2010-2014     65-69          2557250.37      2525394.07      5082644.45
2010-2014     70-74          1931700.39      1852511.50      3784211.89
2010-2014     75-79          1537380.37      1344624.78      2882005.14
2010-2014     80-84          1241040.82       954761.87      2195802.69
2010-2014     85-89           856524.72       518958.80      1375483.52
2010-2014     90-94           377668.05       167304.96       544973.00
2010-2014     95-99            95572.14        28740.47       124312.61
2010-2014    100-104           11776.60         2399.55        14176.15
2010-2014    105-109             528.02           72.53          600.55
2010-2014    110+                  3.91            0.00            3.91
2015-2019        0            746822.66       791062.42      1537885.08
2015-2019      1-4           3051177.09      3223339.40      6274516.49
2015-2019      5-9           3849432.83      4060882.81      7910315.65
2015-2019     10-14          3594300.15      3804837.01      7399137.16
2015-2019     15-19          3605668.66      3801812.86      7407481.51
2015-2019     20-24          4171953.79      4370455.86      8542409.66
2015-2019     25-29          4589618.26      4611395.62      9201013.88
2015-2019     30-34          4585488.10      4528794.58      9114282.67
2015-2019     35-39          4197421.29      4165142.06      8362563.35
2015-2019     40-44          4076097.95      4014124.55      8090222.50
2015-2019     45-49          4160168.61      4020678.28      8180846.89
2015-2019     50-54          3919306.61      3802491.50      7721798.10
2015-2019     55-59          3828119.10      3688171.23      7516290.34
2015-2019     60-64          3422437.00      3257921.14      6680358.14
2015-2019     65-69          3048914.44      2935125.03      5984039.46
2015-2019     70-74          2439255.99      2342646.58      4781902.57
2015-2019     75-79          1777102.69      1612344.71      3389447.40
2015-2019     80-84          1305420.28      1058878.55      2364298.83
2015-2019     85-89           903934.15       618699.01      1522633.15
2015-2019     90-94           461515.49       236081.14       697596.63
2015-2019     95-99           122901.66        43356.85       166258.50
2015-2019    100-104           14961.65         3334.25        18295.90
2015-2019    105-109             688.12           98.21          786.33
2015-2019    110+                  5.93            0.00            5.93
2020-2021        0            292046.98       308304.94       600351.92
2020-2021      1-4           1190608.40      1261304.59      2451912.99
2020-2021      5-9           1570762.32      1662069.83      3232832.15
2020-2021     10-14          1565808.61      1658883.42      3224692.03
2020-2021     15-19          1443603.78      1534554.43      2978158.21
2020-2021     20-24          1618885.65      1720639.83      3339525.48
2020-2021     25-29          1841139.00      1868310.50      3709449.50
2020-2021     30-34          1920810.17      1885534.50      3806344.67
2020-2021     35-39          1861590.84      1838711.23      3700302.07
2020-2021     40-44          1660755.75      1621310.18      3282065.92
2020-2021     45-49          1682774.11      1646506.18      3329280.29
2020-2021     50-54          1617479.33      1568368.23      3185847.56
2020-2021     55-59          1582678.37      1526537.32      3109215.69
2020-2021     60-64          1492848.63      1407817.14      2900665.77
2020-2021     65-69          1314178.79      1226940.12      2541118.90
2020-2021     70-74          1156140.10      1089187.19      2245327.29
2020-2021     75-79           822952.26       759584.60      1582536.86
2020-2021     80-84           582157.48       489646.95      1071804.43
2020-2021     85-89           372660.68       267903.29       640563.97
2020-2021     90-94           201155.98       114918.32       316074.30
2020-2021     95-99            60785.83        23797.99        84583.82
2020-2021    100-104            7494.89         1902.16         9397.04
2020-2021    105-109             367.44           56.13          423.57
2020-2021    110+                  3.75            0.00            3.75
